2.33E-21	2.33E-21
1.33E-21	1.33E-21
1.67E-22	1.67E-22
-4.93E-23	-4.93E-23
1.20E-22	1.20E-22
1.16E-24	1.16E-24
-2.48E-23	-2.48E-23
5.80E-24	5.80E-24
2.61E-24	2.61E-24
-7.09E-24	-7.09E-24
-4.70E-24	-4.70E-24
2.15E-24	2.15E-24
4.67E-24	4.67E-24
4.05E-24	4.05E-24
3.36E-24	3.36E-24
2.30E-24	2.30E-24
-1.69E-24	-1.69E-24
-2.01E-24	-2.01E-24
-4.00E-24	-4.00E-24
-7.97E-24	-7.97E-24
-1.72E-23	-1.72E-23
-1.63E-23	-1.63E-23
-7.35E-23	-7.35E-23
-8.37E-23	-8.37E-23
-3.19E-22	-3.19E-22
-3.99E-22	-3.99E-22
-4.27E-22	-4.27E-22
-1.86E-21	-1.86E-21
-2.03E-21	-2.03E-21
-8.45E-21	-8.45E-21
-9.27E-21	-9.27E-21
-3.61E-20	-3.61E-20
-4.08E-20	-4.08E-20
-1.49E-19	-1.49E-19
-1.70E-19	-1.70E-19
-5.92E-19	-5.92E-19
-6.76E-19	-6.76E-19
-2.24E-18	-2.24E-18
-2.57E-18	-2.57E-18
-2.68E-18	-2.68E-18
-9.36E-18	-9.36E-18
-1.00E-17	-1.00E-17
-3.32E-17	-3.32E-17
-3.73E-17	-3.73E-17
-1.11E-16	-1.11E-16
-1.25E-16	-1.25E-16
-2.37E-16	-2.37E-16
-2.47E-16	-2.47E-16
-2.65E-16	-2.65E-16
-2.58E-16	-2.58E-16
-1.60E-16	-1.60E-16
-1.43E-16	-1.43E-16
-1.28E-16	-1.28E-16
-4.56E-17	-4.56E-17
-3.93E-17	-3.93E-17
-1.24E-17	-1.24E-17
-1.12E-17	-1.12E-17
-3.40E-18	-3.40E-18
-3.11E-18	-3.11E-18
-8.87E-19	-8.87E-19
-8.31E-19	-8.31E-19
-2.20E-19	-2.20E-19
-2.11E-19	-2.11E-19
-1.80E-19	-1.80E-19
-5.11E-20	-5.11E-20
-4.38E-20	-4.38E-20
-1.18E-20	-1.18E-20
-1.02E-20	-1.02E-20
-2.64E-21	-2.64E-21
-2.31E-21	-2.31E-21
-5.69E-22	-5.69E-22
-5.06E-22	-5.06E-22
-1.11E-22	-1.11E-22
-1.08E-22	-1.08E-22
-2.68E-23	-2.68E-23
-2.11E-23	-2.11E-23
-2.01E-23	-2.01E-23
-8.00E-24	-8.00E-24
-3.49E-24	-3.49E-24
-1.63E-24	-1.63E-24
-1.08E-24	-1.08E-24
2.59E-24	2.59E-24
2.67E-24	2.67E-24
2.81E-24	2.81E-24
2.73E-24	2.73E-24
1.39E-24	1.39E-24
-5.02E-25	-5.02E-25
-1.96E-24	-1.96E-24
-2.58E-24	-2.58E-24
-2.67E-24	-2.67E-24
-1.47E-24	-1.47E-24
5.97E-25	5.97E-25
1.67E-24	1.67E-24
6.72E-25	6.72E-25
-1.68E-24	-1.68E-24
-4.37E-24	-4.37E-24
1.06E-24	1.06E-24
3.75E-23	3.75E-23
6.04E-23	6.04E-23
-4.16E-23	-4.16E-23
-6.06E-23	-6.06E-23
-2.54E-21	-2.54E-21
3.66E-21	3.66E-21
-1.34E-21	-1.34E-21
-1.26E-21	-1.26E-21
1.14E-21	1.14E-21
2.03E-22	2.03E-22
-2.53E-22	-2.53E-22
-1.51E-23	-1.51E-23
3.88E-23	3.88E-23
-1.90E-23	-1.90E-23
-1.70E-23	-1.70E-23
2.54E-24	2.54E-24
2.97E-24	2.97E-24
8.76E-24	8.76E-24
1.47E-23	1.47E-23
2.23E-23	2.23E-23
4.47E-23	4.47E-23
9.50E-23	9.50E-23
1.89E-22	1.89E-22
3.75E-22	3.75E-22
8.52E-22	8.52E-22
1.73E-21	1.73E-21
3.73E-21	3.73E-21
7.60E-21	7.60E-21
1.62E-20	1.62E-20
3.25E-20	3.25E-20
6.30E-20	6.30E-20
1.35E-19	1.35E-19
2.59E-19	2.59E-19
5.44E-19	5.44E-19
1.03E-18	1.03E-18
2.11E-18	2.11E-18
3.95E-18	3.95E-18
7.90E-18	7.90E-18
1.46E-17	1.46E-17
2.84E-17	2.84E-17
5.16E-17	5.16E-17
9.82E-17	9.82E-17
1.75E-16	1.75E-16
3.02E-16	3.02E-16
5.68E-16	5.68E-16
9.69E-16	9.69E-16
1.80E-15	1.80E-15
3.06E-15	3.06E-15
5.45E-15	5.45E-15
8.31E-15	8.31E-15
1.18E-14	1.18E-14
1.42E-14	1.42E-14
1.52E-14	1.52E-14
1.42E-14	1.42E-14
1.15E-14	1.15E-14
8.39E-15	8.39E-15
5.50E-15	5.50E-15
3.10E-15	3.10E-15
1.81E-15	1.81E-15
9.82E-16	9.82E-16
5.72E-16	5.72E-16
3.07E-16	3.07E-16
1.76E-16	1.76E-16
9.21E-17	9.21E-17
5.21E-17	5.21E-17
2.65E-17	2.65E-17
1.47E-17	1.47E-17
7.28E-18	7.28E-18
3.99E-18	3.99E-18
2.11E-18	2.11E-18
1.04E-18	1.04E-18
5.44E-19	5.44E-19
2.63E-19	2.63E-19
1.36E-19	1.36E-19
6.40E-20	6.40E-20
3.27E-20	3.27E-20
1.51E-20	1.51E-20
7.68E-21	7.68E-21
3.45E-21	3.45E-21
1.75E-21	1.75E-21
8.44E-22	8.44E-22
3.82E-22	3.82E-22
1.90E-22	1.90E-22
9.45E-23	9.45E-23
4.24E-23	4.24E-23
2.23E-23	2.23E-23
1.44E-23	1.44E-23
-2.09E-24	-2.09E-24
-1.12E-24	-1.12E-24
-4.19E-24	-4.19E-24
